SampleID,Country,Latitude,Longitude,pc1,pc2,pc3
SAMP2902a,USA,27.90897222222222,-82.43211111111111,4.672881322,2.803832281,-0.037803218
SAMP2903a,USA,27.90897222222222,-82.43211111111111,5.208456994,2.405617203,-0.696079664
SAMP2904a,USA,27.90897222222222,-82.43211111111111,5.162192405,1.945644087,-0.667308862
SAMP291,Tunisia,35.847833333333334,9.591888888888889,-4.075227992,-2.272341564,-0.763718874
SAMP2919a,USA,27.930194444444446,-82.43455555555556,4.616092385,1.698507892,-1.322060794
SAMP2920,USA,27.930194444444446,-82.43455555555556,3.823307514,1.36642218,-1.614403804
SAMP2923a,USA,27.930194444444446,-82.43455555555556,2.527323903,1.358568187,-1.781293874
SAMP2924a,USA,27.930194444444446,-82.43455555555556,3.997464374,1.362579804,-1.769673591
SAMP2944,Puerto Rico (USA),18.190444444444445,-65.96086111111111,2.956060501,3.172277231,3.101210386
SAMP2945,Puerto Rico (USA),18.351694444444448,-66.05177777777777,1.164374825,3.690037236,1.258512541
SAMP2946,Puerto Rico (USA),18.416527777777777,-66.08316666666666,2.336927763,2.709537763,2.239948176
SAMP2947,Puerto Rico (USA),18.11163888888889,-66.17169444444446,1.476886088,3.168952448,2.462399408
SAMP2948,Puerto Rico (USA),18.39125,-66.06119444444444,4.509747849,2.481378737,1.666334279
SAMP2949,Puerto Rico (USA),18.227249999999998,-66.59413888888888,3.78001646,2.488409465,0.578269244
SAMP2950,Puerto Rico (USA),18.227249999999998,-66.59413888888888,2.330237141,3.137623155,2.228435487
SAMP2951,Puerto Rico (USA),18.227249999999998,-66.59413888888888,2.816947815,2.564882963,0.917801798
SAMP2952,Puerto Rico (USA),18.227249999999998,-66.59413888888888,2.941085697,2.956462339,1.763485493
SAMP2953,Puerto Rico (USA),18.227249999999998,-66.59413888888888,2.585821501,3.117379337,1.508110738
SAMP2954,Puerto Rico (USA),18.227249999999998,-66.59413888888888,3.536461938,1.709202265,1.713354086
SAMP2955,Puerto Rico (USA),18.227249999999998,-66.59413888888888,1.20278817,2.72203796,1.945822687
SAMP2956,Puerto Rico (USA),18.11927777777778,-67.08141666666667,1.882905407,2.767245938,0.836051964
SAMP2957,Puerto Rico (USA),18.11927777777778,-67.08141666666667,1.658694605,2.764916345,2.055880001
SAMP2959,Puerto Rico (USA),18.11927777777778,-67.08141666666667,3.175594907,1.653077508,1.203609184
SAMP296,Italy,36.73763888888889,14.88663888888889,7.113009653,3.971180881,-3.635075624
SAMP2960,Puerto Rico (USA),18.11927777777778,-67.08141666666667,2.276750434,3.083625894,0.304577578
SAMP2961,Puerto Rico (USA),18.11927777777778,-67.08141666666667,2.402658982,3.734874066,1.453406546
SAMP298,Italy,36.73763888888889,14.88663888888889,8.207044646,3.998862949,-4.705432383
SAMP3,Kenya,0.2619388888888889,34.927863888888886,-8.048149221,-0.462364189,-1.718038941
SAMP301,Italy,36.73386111111111,14.827555555555556,7.885876133,2.866389364,-4.076974398
SAMP302,Italy,36.73386111111111,14.827555555555556,8.035845068,3.202603794,-4.358589474
SAMP304,Italy,37.596808333333335,14.425524999999999,7.981115778,2.464935505,-4.173481725
SAMP306,Italy,37.596808333333335,14.425524999999999,8.893511889,2.93149407,-5.356486917
SAMP3093,Puerto Rico (USA),18.330194444444444,-66.29630555555555,2.330331327,2.683042028,1.115401974
SAMP31,Kenya,3.2609444444444446,38.205758333333335,-7.050306154,-0.797169341,-1.403602662
SAMP310,Italy,37.60862777777778,14.412086111111112,7.764738716,2.109292211,-4.063143036
SAMP312,Italy,36.87997222222222,15.034333333333333,8.785947594,3.047759564,-5.180231578
SAMP313,Italy,36.87997222222222,15.034333333333333,10.06221901,2.389716214,-5.222911981
SAMP3194,Puerto Rico (USA),18.343722222222222,-66.32811111111111,2.453576053,2.646380952,1.429539888
SAMP324,Italy,37.692361111111104,15.085194444444445,-8.547705327,-1.660689667,-1.92664301
SAMP3266a,USA,30.31861111111111,-83.97027777777778,8.344929501,2.177930062,-0.610845921
SAMP3267a,USA,30.31861111111111,-83.97027777777778,8.457854338,2.129210734,-0.061719205
SAMP3269a,USA,30.31861111111111,-83.97027777777778,8.44475343,2.620001331,-0.050656041
SAMP3272a,USA,30.291944444444447,-84.0111111111111,8.411523793,2.676674588,-0.720142314
SAMP3273a,USA,30.291944444444447,-84.0111111111111,7.896247953,2.913087808,0.116444011
SAMP3274a,USA,30.291944444444447,-84.0111111111111,7.499428375,2.14955156,-0.510381095
SAMP3276,Puerto Rico (USA),18.378444444444444,-66.06944444444444,1.418295437,2.928763191,1.609541101
SAMP3277,Puerto Rico (USA),18.02811111111111,-66.52280555555555,3.057794851,1.790460846,1.838868537
SAMP3278,Puerto Rico (USA),18.00947222222222,-66.38263888888888,1.98640855,1.977968452,1.545276668
SAMP3279,Puerto Rico (USA),18.009027777777778,-66.38274999999999,3.438924962,3.161535174,1.356792379
SAMP3280,Puerto Rico (USA),18.107111111111113,-66.17355555555557,3.182864125,4.170818465,1.504561204
SAMP3281,Puerto Rico (USA),18.11063888888889,-66.14494444444445,1.996258146,2.341181098,1.855446244
SAMP3282,Puerto Rico (USA),18.138805555555557,-66.11333333333333,3.930316772,3.422797105,0.064138522
SAMP3283,Puerto Rico (USA),18.2435,-66.00755555555556,1.125886504,3.992845915,0.483165033
SAMP3284,Puerto Rico (USA),18.383499999999998,-66.06008333333332,3.827229933,3.527753249,1.308498874
SAMP3286,Puerto Rico (USA),18.481388888888887,-67.14888888888889,2.124881152,3.5454448,1.596754468
SAMP3287,Puerto Rico (USA),18.443055555555556,-67.14166666666668,3.671649688,2.723094845,2.224947059
SAMP3288,Puerto Rico (USA),18.454166666666666,-67.1538888888889,2.661153304,2.743488261,1.449975815
SAMP3289,Puerto Rico (USA),18.47,-67.12333333333332,3.500953833,2.951716273,1.452572483
SAMP3290,Puerto Rico (USA),18.199166666666667,-67.13194444444444,3.173482155,1.639463329,2.348339392
SAMP3291,Puerto Rico (USA),18.198888888888888,-67.1,4.182953422,3.717357046,2.615614221
SAMP3292,Puerto Rico (USA),18.186944444444446,-67.07916666666667,4.005801003,3.328198223,2.114237875
SAMP3293,Puerto Rico (USA),18.43111111111111,-67.15527777777778,1.938920511,2.2980648,2.319169355
SAMP3294,Puerto Rico (USA),18.186944444444446,-67.05611111111111,2.663755348,3.021714408,2.29408688
SAMP3295,Puerto Rico (USA),18.181944444444447,-67.04138888888889,2.240265965,2.864985755,2.065902243
SAMP3296,Puerto Rico (USA),18.189166666666665,-67.01861111111111,2.684749033,3.927098867,0.724536472
SAMP3297,Puerto Rico (USA),18.188333333333333,-66.99805555555555,1.64811993,1.173530389,0.619916684
SAMP3298,Puerto Rico (USA),18.18111111111111,-66.98611111111111,0.456951976,3.578442255,2.692581477
SAMP3299,Puerto Rico (USA),18.162777777777777,-66.99472222222222,2.496623391,2.948310484,1.618375137
SAMP33,Kenya,3.2344833333333334,39.56247777777777,-8.102329024,-0.962448643,-2.037457665
SAMP330,Italy,37.59702777777778,15.170388888888889,-8.367833391,-0.011109705,-1.604879192
SAMP3301,Puerto Rico (USA),18.145,-66.96083333333334,2.441948862,3.595628522,2.756356725
SAMP3302,Puerto Rico (USA),18.12777777777778,-66.9525,1.452809533,2.115573938,2.214430787
